id,name,category,lat,lon,state,source,metadata_json
mil_f573a5d2-2916-404e-b39b-b50b77e9a658,Aliamanu Military Reservation,military_base,21.36023000,-157.91560000,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""ALIAMANU MILITARY RESERVATION"",""matched_frs_registry_id"":""110022309090""}"
mil_38d53478-968b-4491-9159-6f0f51262cab,Arlington National Cemetery,military_base,38.87777800,-77.07138900,VA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""ARLINGTON NATIONAL CEMETERY"",""matched_frs_registry_id"":""110006883435""}"
mil_4ab3d989-95e4-45fd-91c2-19b9130a7e37,Blue Grass Army Depot,military_base,37.67950000,-84.25651000,KY,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""BLUE GRASS ARMY DEPOT"",""matched_frs_registry_id"":""110071892463""}"
mil_07f1633b-a905-49f2-8985-f6431af55d8c,Camp Dodge,military_base,41.68848000,-93.71204000,IA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""armyNationalGuard"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CAMP DODGE"",""matched_frs_registry_id"":""110036386470""}"
mil_51e906dc-3cdd-4b03-b18f-6bd38cd72e56,Carlisle Barracks,military_base,40.21055600,-77.17500000,PA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CARLISLE BARRACKS"",""matched_frs_registry_id"":""110070552860""}"
mil_c663ab45-3189-4363-9867-88bb5a610047,Military Ocean Terminal Concord,military_base,38.03354000,-122.00864000,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""MILITARY OCEAN TERMINAL CONCORD"",""matched_frs_registry_id"":""110021089613""}"
mil_39cbe428-72e9-4e4b-ac02-f31d05541984,Camp Frank D Merrill,military_base,34.62270900,-84.10383500,GA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CAMP FRANK D MERRILL"",""matched_frs_registry_id"":""110006901932""}"
mil_6c4f7f4c-9ffd-4b61-87df-45500bb177d6,Defense Supply Center Columbus,military_base,39.97405000,-82.89446000,OH,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""DEFENSE SUPPLY CENTER, COLUMBUS"",""matched_frs_registry_id"":""110031535088""}"
mil_a3f58d58-abe5-42d7-b117-7d6c3a0aaf9c,Tooele Army Depot,military_base,40.49922800,-112.32567500,UT,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""TOOELE ARMY DEPOT"",""matched_frs_registry_id"":""110056358025""}"
mil_b741b905-0e02-4531-b734-a1dfd7992b6c,Fort Benjamin Harrison,military_base,39.85938600,-85.99729800,IN,BTS_MIL_BASES,"{""site_operational_status"":""clsd"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT BENJAMIN HARRISON"",""matched_frs_registry_id"":""110071725163""}"
mil_841114f1-ee80-4864-9dc1-398fb9ce42a5,Fort Benning,military_base,32.35222200,-84.96888900,GA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT BENNING"",""matched_frs_registry_id"":""110061013291""}"
mil_d6c1f14a-d97d-4b66-a386-a33c26d512a8,Fort Bliss,military_base,31.83635600,-106.41454000,TX,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT BLISS"",""matched_frs_registry_id"":""110070061007""}"
mil_5f3ce61c-733a-4d7d-ac06-3388603194c5,Fort Carson,military_base,38.75523700,-104.78137400,CO,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""USA FT CARSON"",""matched_frs_registry_id"":""110069999403""}"
mil_d8fd2f72-cced-4aa3-a9c7-cb6f231520ed,Fort Meade,military_base,39.10869000,-76.72651000,MD,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT MEADE"",""matched_frs_registry_id"":""110071861038""}"
mil_dc982bb3-13d6-45c1-8a76-4979fc47663a,Fort Hamilton,military_base,40.60930900,-74.02859400,NY,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT HAMILTON"",""matched_frs_registry_id"":""110037101187""}"
mil_8e38a081-a367-42c4-a954-6de2212ac54c,Fort Cavazos,military_base,31.12599000,-97.78998000,TX,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT CAVAZOS"",""matched_frs_registry_id"":""110071161658""}"
mil_f98ccfbc-5ebb-43af-9f2c-d78a1b989c2a,Fort Hunter Liggett,military_base,36.01333300,-121.24444400,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usar"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT HUNTER LIGGETT"",""matched_frs_registry_id"":""110033614694""}"
mil_259fae1c-edf8-4b84-a68d-15bac2eef209,Fort Jackson,military_base,34.01090800,-80.93540000,SC,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""FT. JACKSON"",""matched_frs_registry_id"":""110020984773""}"
mil_ae56ffa0-5e87-4bed-88d7-6111a685e5dd,Fort Leonard Wood,military_base,37.75978000,-92.09824000,MO,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT LEONARD WOOD"",""matched_frs_registry_id"":""110017986615""}"
mil_f1c5d136-ef82-49a7-9c9a-f25898b7748d,Fort McCoy,military_base,44.00708200,-90.71455500,WI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usar"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""FORT MCCOY SITE"",""matched_frs_registry_id"":""110071145922""}"
mil_ea224eb3-f88c-4089-afd7-139b33787855,Fort Monroe,military_base,37.00159900,-76.31125500,VA,BTS_MIL_BASES,"{""site_operational_status"":""care"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT MONROE"",""matched_frs_registry_id"":""110067674403""}"
mil_1d0e0651-72f2-441d-a153-83851c9500a6,Joint Base Myer-Henderson Hall,military_base,38.88629200,-77.07540900,VA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE MYER-HENDERSON HALL"",""matched_frs_registry_id"":""110054073863""}"
mil_b701695b-e6a0-4d81-9601-313c4e57af55,Fort Riley,military_base,38.86560000,-99.33520000,KS,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""FT  RILEY"",""matched_frs_registry_id"":""110017499385""}"
mil_bca89c7f-88ba-44eb-bb83-d60fac207c9b,Fort Novosel,military_base,31.36573000,-85.85336200,AL,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT NOVOSEL"",""matched_frs_registry_id"":""110071542089""}"
mil_fe9c6318-d6de-4231-a8bc-afa193c4387c,Fort Shafter,military_base,21.34355100,-157.87980300,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT SHAFTER"",""matched_frs_registry_id"":""110046176794""}"
mil_13c64344-e9b2-40c4-a4ac-8c5c24b6166d,Fort Sill,military_base,34.65014100,-98.40207400,OK,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT SILL"",""matched_frs_registry_id"":""110042086122""}"
mil_521056a7-0f7a-488e-958a-2d4f04e30c10,Fort Wainwright,military_base,64.82300000,-147.61060000,AK,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT WAINWRIGHT"",""matched_frs_registry_id"":""110071102748""}"
mil_cefbe0e5-7d16-412b-b970-41a5800b02eb,Hawthorne Army Depot,military_base,38.54540000,-118.65634000,NV,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""HAWTHORNE ARMY DEPOT"",""matched_frs_registry_id"":""110059850754""}"
mil_3e6c6a0a-ae63-42aa-98ab-b1c6feeaf08f,Helemano Military Reservation,military_base,21.54041000,-158.02003000,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""HELEMANO MILITARY RESERVATION"",""matched_frs_registry_id"":""110046224117""}"
mil_b646fcbf-8102-4b48-96f6-64aabe2415c1,Indiana Army Ammunition Plant,military_base,38.43724800,-85.71035000,IN,BTS_MIL_BASES,"{""site_operational_status"":""clsd"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""INDIANA ARMY AMMUNITION PLANT"",""matched_frs_registry_id"":""110000911032""}"
mil_9a813200-ca0d-4c52-b8ca-e7badfbf0162,Iowa Army Ammunition Plant,military_base,40.82713000,-91.26947300,IA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""IOWA ARMY AMMUNITION PLANT"",""matched_frs_registry_id"":""110070834808""}"
mil_a56db85b-b632-4bcc-9279-7272cda80d5b,Kahuku Tng Area,military_base,21.27288000,-157.70548000,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""KAHUKU TRAINING FACILITY"",""matched_frs_registry_id"":""110020721254""}"
mil_23cdd63d-2fc3-4c97-9550-2af0d9c4a9d4,Lake City Army Ammunition Plant,military_base,39.09947000,-94.25534500,MO,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""LAKE CITY ARMY AMMUNITION PLANT"",""matched_frs_registry_id"":""110070568127""}"
mil_8b37f3d8-9a1d-4d44-8c23-813838ba97b4,Letterkenny Army Depot,military_base,39.99141900,-77.63154700,PA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""LETTERKENNY ARMY DEPOT"",""matched_frs_registry_id"":""110030552569""}"
mil_7cf8ef39-d9ed-4738-b591-98c973e20912,Military Ocean Terminal Sunny Point,military_base,33.98659000,-78.00575700,NC,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""MILITARY OCEAN TERMINAL SUNNY POINT"",""matched_frs_registry_id"":""110070931303""}"
mil_9f20fd4b-322a-4285-94a5-6bd500441c11,Camp Williams,military_base,39.32372400,-111.67824700,UT,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""armyNationalGuard"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CAMP WILLIAMS"",""matched_frs_registry_id"":""110030826417""}"
mil_d9daf0e2-261b-4e24-8b15-ef24c03950d6,Camp Grayling,military_base,44.63432000,-84.77254000,MI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""armyNationalGuard"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CAMP GRAYLING"",""matched_frs_registry_id"":""110071170204""}"
mil_1f7d8f76-abaf-44f1-9648-19fcf743553d,Fort Irwin,military_base,34.26515300,-117.16599300,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT IRWIN"",""matched_frs_registry_id"":""110070797722""}"
mil_2da3b571-5485-43a2-9420-f13ce879d673,Parks Reserve Forces Tng Area,military_base,37.70215200,-121.93579200,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usar"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""PARKS RESERVE FORCES TRAINING AREA"",""matched_frs_registry_id"":""110071102539""}"
mil_c8d55e03-c747-403d-93ac-c0a5aee976ed,Pohakuloa Training Area,military_base,19.66666800,-155.53334000,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""POHAKULOA TRAINING AREA"",""matched_frs_registry_id"":""110045486265""}"
mil_b69db1c1-ceec-49ef-86e0-e9836a522320,Pueblo Chemical Depot,military_base,38.28526000,-104.33275000,CO,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""PUEBLO CHEMICAL DEPOT"",""matched_frs_registry_id"":""110071143963""}"
mil_99aae1ec-8207-4b2a-9818-b6d502123269,Radford Army Ammunition Plant,military_base,37.18055600,-80.54111100,VA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""RADFORD ARMY AMMUNITION PLANT"",""matched_frs_registry_id"":""110000601867""}"
mil_0f7cb3aa-db59-4491-9e14-85829173b8df,Redstone Arsenal,military_base,34.67623300,-86.67970800,AL,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""REDSTONE ARSENAL"",""matched_frs_registry_id"":""110020837601""}"
mil_90ad5a1d-3966-407a-87d5-337efb07a62b,Fort Detrick Forest Glen Annex,military_base,38.99185900,-77.01840400,MD,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT DETRICK- FOREST GLEN ANNEX"",""matched_frs_registry_id"":""110033157027""}"
mil_09889a49-6407-46da-95d3-517023dd7350,Sierra Army Depot,military_base,40.13567500,-120.16941000,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""SIERRA ARMY DEPOT"",""matched_frs_registry_id"":""110041960722""}"
mil_1ad64760-bd3a-4c56-b93f-29bdf3f7458d,Tripler Army Medical Center,military_base,21.35614000,-157.89382000,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""TRIPLER ARMY MEDICAL CTR"",""matched_frs_registry_id"":""110001137573""}"
mil_cd950341-c713-4523-8760-20fe8b089d85,Muscatatuck Urban Training Center,military_base,39.04728000,-85.52876000,IN,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""armyNationalGuard"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""MUSCATATUCK URBAN TRAINING CENTER"",""matched_frs_registry_id"":""110028090562""}"
mil_612f193c-193e-450f-8fc1-7c1c5b3c1bb1,Fort Bragg,military_base,35.15211500,-78.99890700,NC,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT BRAGG"",""matched_frs_registry_id"":""110022568247""}"
mil_98ea3dbd-81ac-4ed4-a08e-05ce34b2df9f,Tinker Air Force Base,military_base,35.41300000,-97.38800000,OK,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""TINKER AIR FORCE BASE"",""matched_frs_registry_id"":""110000454099""}"
